LBA, Entropy #1,Entropy #2,Class,Name
120782880,0.690014669,0.543212264,0,Malicious
120782888,0.655964514,0.53098411,0,Malicious
120782896,0.686833273,0.547444679,0,Malicious
120782904,0.680703499,0.542544108,0,Malicious
120782912,0.673421632,0.527977821,0,Malicious
120782920,0.6885064,0.540938273,0,Malicious
120782928,0.706496595,0.550409679,0,Malicious
120782936,0.565243899,0.466515476,0,Malicious
120782944,0.536728399,0.505711573,0,Malicious
120782952,0.55946877,0.532836884,0,Malicious
120782960,0.57726741,0.539878064,0,Malicious
120782968,0.564927997,0.531581028,0,Malicious
120782976,0.607501112,0.552526539,0,Malicious
120782984,0.58788689,0.544115332,0,Malicious
120782992,0.556654468,0.465548347,0,Malicious
120783000,0.238204883,0.238204883,0,Malicious
120783008,0.450340233,0.37806006,0,Malicious
120783016,0.58231034,0.519734325,0,Malicious
120783024,0.554700281,0.506974125,0,Malicious
120783032,0.55143764,0.502691082,0,Malicious
120783040,0.565933043,0.515099054,0,Malicious
120783048,0.502411113,0.461771625,0,Malicious
120783056,0.574685044,0.472517178,0,Malicious
120783064,0.684575269,0.553172374,0,Malicious
120783072,0.693648318,0.515764475,0,Malicious
120783080,0.640243832,0.477756158,0,Malicious
120783088,0.804666006,0.574082961,0,Malicious
120783096,0.555101477,0.506368482,0,Malicious
120783104,0.547771996,0.504931968,0,Malicious
120783112,0.537406214,0.49971849,0,Malicious
120783120,0.536262984,0.492998487,0,Malicious
120783128,0.739770189,0.548903387,0,Malicious
120783136,0.678110141,0.59169358,0,Malicious
120783144,0.679453746,0.611710883,0,Malicious
120783152,0.680041041,0.58995554,0,Malicious
120783160,0.678159133,0.572109203,0,Malicious
120783168,0.075369562,0.036269074,0,Malicious
120783176,0,0,0,Malicious
120783184,0,0,0,Malicious
120783192,0,0,0,Malicious
120783200,0,0,0,Malicious
120783208,0,0,0,Malicious
120783216,0,0,0,Malicious
120783224,0,0,0,Malicious
120783232,0,0,0,Malicious
120783240,0,0,0,Malicious
120783248,0,0,0,Malicious
120783256,0,0,0,Malicious
120783264,0.255818124,0.186679772,0,Malicious
120783272,0.51890353,0.380042742,0,Malicious
120783280,0.661322495,0.59413179,0,Malicious
120783288,0.516059655,0.373925474,0,Malicious
120783296,0.336855406,0.278444924,0,Malicious
120783304,0.390763071,0.332303103,0,Malicious
120783312,0.367421465,0.308348712,0,Malicious
120783320,0.393524835,0.331565397,0,Malicious
120783328,0.400455402,0.337084339,0,Malicious
120783336,0.393194545,0.332376665,0,Malicious
120783344,0.334622629,0.280671863,0,Malicious
120783352,0.366549442,0.307237253,0,Malicious
120783360,0.39522689,0.330336532,0,Malicious
120783368,0.367845471,0.311320668,0,Malicious
120783376,0.383117867,0.32124702,0,Malicious
120783384,0.370730422,0.312893935,0,Malicious
120783392,0.385945812,0.328585783,0,Malicious
120783400,0.419343316,0.354694346,0,Malicious
120783408,0.409645287,0.34486555,0,Malicious
120783416,0.366516392,0.312882327,0,Malicious
119836416,0.313468231,0.26346595,0,Malicious
119836424,0.308057991,0.266698925,0,Malicious
119836432,0.05906275,0.040821015,0,Malicious
119836440,0,0,0,Malicious
51407144,0.546901914,0.480235084,0,Malicious
51407152,0.578294074,0.495150322,0,Malicious
51407160,0.503545181,0.462054557,0,Malicious
51407168,0.586018008,0.499543912,0,Malicious
51407176,0.560126623,0.483588349,0,Malicious
51407184,0.577561333,0.494904396,0,Malicious
51407192,0.570108227,0.487938479,0,Malicious
51407200,0.552291803,0.474484793,0,Malicious
51407208,0.493306885,0.436130921,0,Malicious
51407216,0.606127824,0.512733996,0,Malicious
51407224,0.555823264,0.480205584,0,Malicious
51407232,0.584976208,0.496553905,0,Malicious
51407240,0.5912925,0.499520679,0,Malicious
51407248,0.583863022,0.499555222,0,Malicious
51407256,0.556654778,0.477087246,0,Malicious
51407264,0.539748598,0.472093671,0,Malicious
51407272,0.549478253,0.48079247,0,Malicious
51407280,0.579813573,0.500243707,0,Malicious
51407288,0.577401502,0.497568908,0,Malicious
51407296,0.511823803,0.459568845,0,Malicious
51407304,0.575986501,0.495033043,0,Malicious
51407312,0.577536266,0.491197817,0,Malicious
51407320,0.574493563,0.493696545,0,Malicious
51407328,0.576316812,0.489590795,0,Malicious
51407336,0.578835329,0.494580204,0,Malicious
51407344,0.51862594,0.472798513,0,Malicious
51407352,0.575981679,0.495432849,0,Malicious
51407360,0.582599048,0.49679863,0,Malicious
51407368,0.57552482,0.490929295,0,Malicious
51407376,0.567114813,0.49290692,0,Malicious
51407384,0.584543974,0.502171768,0,Malicious
51407392,0.512941689,0.465723513,0,Malicious
120783424,0.419891744,0.36633728,0,Malicious
120783432,0.405203573,0.347448898,0,Malicious
120783440,0.439124372,0.377772976,0,Malicious
120783448,0.436075842,0.368974267,0,Malicious
120783456,0.452527201,0.38217957,0,Malicious
120783464,0.444517759,0.380525491,0,Malicious
120783472,0.447624428,0.376338234,0,Malicious
120783480,0.424378374,0.356928599,0,Malicious
120783488,0.437614691,0.382644637,0,Malicious
120783496,0.433908723,0.369085019,0,Malicious
120783504,0.447912411,0.380844846,0,Malicious
120783512,0.418954674,0.356434607,0,Malicious
120783520,0.439897265,0.377250111,0,Malicious
120783528,0.480782556,0.415049738,0,Malicious
120783536,0.487626561,0.424526455,0,Malicious
120783544,0.431128495,0.365392919,0,Malicious
120783552,0.430656804,0.363324389,0,Malicious
120783560,0.455722287,0.386989473,0,Malicious
120783568,0.396047937,0.345500007,0,Malicious
120783576,0.359780489,0.330766695,0,Malicious
120783584,0.35626927,0.326396923,0,Malicious
120783592,0.334211897,0.30652276,0,Malicious
120783600,0.381018122,0.329637249,0,Malicious
120783608,0.348220941,0.322937693,0,Malicious
120783616,0.339045446,0.315665501,0,Malicious
120783624,0.337162385,0.313132639,0,Malicious
120783632,0.339471254,0.315018914,0,Malicious
120783640,0.338347402,0.315356407,0,Malicious
120783648,0.339750318,0.315135411,0,Malicious
120783656,0.346215088,0.320978552,0,Malicious
120783664,0.348743454,0.321232965,0,Malicious
120783672,0.352526103,0.323382398,0,Malicious
120783680,0.343644451,0.314777657,0,Malicious
120783688,0.339454317,0.312852765,0,Malicious
120783696,0.35862812,0.327662643,0,Malicious
120783704,0.369287617,0.334375897,0,Malicious
120783712,0.380465454,0.346720402,0,Malicious
120783720,0.360922571,0.331952117,0,Malicious
120783728,0.343156862,0.317306833,0,Malicious
120783736,0.382085279,0.327465956,0,Malicious
120783744,0.37537298,0.324983235,0,Malicious
120783752,0.381544519,0.335986361,0,Malicious
120783760,0.40152428,0.35388326,0,Malicious
120783768,0.351847035,0.324341807,0,Malicious
120783776,0.3559091,0.324309899,0,Malicious
120783784,0.354859919,0.325936757,0,Malicious
120783792,0.372138873,0.335374887,0,Malicious
120783800,0.365871567,0.332597188,0,Malicious
120783808,0.370330294,0.337109551,0,Malicious
120783816,0.363236539,0.335684726,0,Malicious
120783824,0.387739828,0.343992965,0,Malicious
120783832,0.416328531,0.358808049,0,Malicious
120783840,0.39943792,0.356349544,0,Malicious
6313600,0.108284341,0.040798093,0,Malicious
6313608,0,0,0,Malicious
6313616,0,0,0,Malicious
6313624,0,0,0,Malicious
531304,0.499938736,0.423125792,0,Malicious
46189120,0.725711492,0.583019524,0,Malicious
46189128,0.766124167,0.672559555,0,Malicious
46189136,0.765780826,0.678161887,0,Malicious
46189144,0.752427831,0.657394661,0,Malicious
46189152,0.749356732,0.683641312,0,Malicious
46189160,0.778186859,0.647932358,0,Malicious
46189168,0.768912716,0.668074917,0,Malicious
46189176,0.780229788,0.685695261,0,Malicious
46189184,0.784912239,0.682400556,0,Malicious
46189192,0.794655284,0.7046188,0,Malicious
46189200,0.773712984,0.686677486,0,Malicious
46189208,0.782189739,0.690447184,0,Malicious
46189216,0.790266997,0.690100743,0,Malicious
46189224,0.796349932,0.704636747,0,Malicious
46189232,0.789860112,0.696717123,0,Malicious
46189240,0.756727776,0.667442688,0,Malicious
46189248,0.808889834,0.724246677,0,Malicious
46189256,0.798711999,0.711728752,0,Malicious
46189264,0.77751693,0.692637127,0,Malicious
46189272,0.801837252,0.682239855,0,Malicious
46189280,0.796160717,0.68314821,0,Malicious
46189288,0.663520811,0.489980575,0,Malicious
46189296,0.526954602,0.410792236,0,Malicious
46189304,0.574924273,0.43466991,0,Malicious
46189312,0.37012833,0.302071552,0,Malicious
46189320,0.357821948,0.294163119,0,Malicious
46189328,0.347271352,0.278625003,0,Malicious
46189336,0.794766147,0.650509436,0,Malicious
46189344,0.841690767,0.696489224,0,Malicious
46189352,0.831885133,0.639417181,0,Malicious
46189360,0.728829336,0.637529623,0,Malicious
46189368,0.728573208,0.6602183,0,Malicious
46189376,0.652010749,0.552482703,0,Malicious
46189384,0.617319279,0.477964864,0,Malicious
46189392,0.361260752,0.285093058,0,Malicious
46189400,0.292601951,0.265809975,0,Malicious
46189408,0.308874385,0.286655402,0,Malicious
46189416,0.276948011,0.254736563,0,Malicious
46189424,0.424197912,0.345605325,0,Malicious
46189432,0.743468607,0.600245971,0,Malicious
46189440,0.727392904,0.57720118,0,Malicious
46189448,0.592355296,0.464413573,0,Malicious
46189456,0.653091511,0.47009428,0,Malicious
6543888,0.354119259,0.312142584,0,Malicious
6543896,0.362754172,0.306492319,0,Malicious
6543904,0.360123068,0.314826378,0,Malicious
2509984,0.347512803,0.317127319,0,Malicious
6543912,0.408091324,0.337296882,0,Malicious
6491168,0.105179848,0.076252234,0,Malicious
6491152,0.044888903,0.027604201,0,Malicious
50393648,0.50234149,0.4459082,0,Malicious
50393656,0.654045168,0.548841667,0,Malicious
50393664,0.438486119,0.397446439,0,Malicious
50393672,0.51479807,0.437543507,0,Malicious
50393680,0.512546782,0.445570061,0,Malicious
50393688,0.548640827,0.469122168,0,Malicious
50393696,0.631547901,0.532008992,0,Malicious
50393704,0.663506158,0.587971213,0,Malicious
50393712,0.680336078,0.583809152,0,Malicious
50393720,0.589834403,0.491093927,0,Malicious
50393728,0.610863691,0.50540505,0,Malicious
50393736,0.596730132,0.502376783,0,Malicious
50393744,0.508344269,0.459703413,0,Malicious
50393752,0.664877896,0.558904471,0,Malicious
50393760,0.588466037,0.48732282,0,Malicious
50393768,0.55341065,0.46396291,0,Malicious
50393776,0.476302493,0.426073137,0,Malicious
50393784,0.567209355,0.487101248,0,Malicious
50393792,0.481224517,0.435055731,0,Malicious
50393800,0.495414519,0.449986542,0,Malicious
50393808,0.58063216,0.498396386,0,Malicious
50393816,0.489306368,0.44357391,0,Malicious
50393824,0.601351424,0.502563718,0,Malicious
50393832,0.497086475,0.444560005,0,Malicious
50393840,0.492066781,0.447179211,0,Malicious
50393848,0.56378268,0.487443573,0,Malicious
50393856,0.535073909,0.465195711,0,Malicious
50393864,0.596160135,0.499690713,0,Malicious
50393872,0.658868448,0.553796338,0,Malicious
50393880,0.544714804,0.454235415,0,Malicious
50393888,0.509564626,0.439920858,0,Malicious
50393896,0.542091682,0.438502486,0,Malicious
6543920,0.357759798,0.296210796,0,Malicious
6543928,0.397259595,0.342663148,0,Malicious
2509984,0.360740594,0.330048666,0,Malicious
6836592,0.268819267,0.211718349,0,Malicious
119835904,0.020978669,0.014000077,0,Malicious
119835912,0,0,0,Malicious
119835920,0,0,0,Malicious
119835928,0,0,0,Malicious
45117080,0.853357087,0.715947937,0,Malicious
120524512,0.533345451,0.513823956,0,Malicious
120524520,0.208028705,0.117876229,0,Malicious
120524528,0.706276352,0.585442555,0,Malicious
120524536,0.796389286,0.655919675,0,Malicious
119835904,0.024614633,0.016169834,0,Malicious
119835912,0,0,0,Malicious
119835920,0,0,0,Malicious
119835928,0,0,0,Malicious
45367784,0.806004751,0.657870427,0,Malicious
50106240,0.90026726,0.788763024,0,Malicious
120524544,0.740434386,0.707174862,0,Malicious
120524552,0.744401408,0.707196091,0,Malicious
120524560,0.211092527,0.158111939,0,Malicious
120524568,0.149556213,0.106682916,0,Malicious
119835904,0.027628024,0.0187563,0,Malicious
119835912,0,0,0,Malicious
119835920,0,0,0,Malicious
119835928,0,0,0,Malicious
45368056,0.89908874,0.754167598,0,Malicious
120524576,0.631326507,0.546830669,0,Malicious
120524584,0.526638467,0.37170398,0,Malicious
120524592,0.510915407,0.380065627,0,Malicious
120524600,0.220372033,0.129905745,0,Malicious
119835904,0.030851567,0.021246978,0,Malicious
119835912,0,0,0,Malicious
119835920,0,0,0,Malicious
119835928,0,0,0,Malicious
987968,0.994920426,0.895795794,0,Malicious
987976,0.978639367,0.864934419,0,Malicious
120524608,0.234868037,0.189888555,0,Malicious
120524616,0.401520396,0.346967436,0,Malicious
120524624,0.38539377,0.329020958,0,Malicious
120524632,0.21024996,0.16668321,0,Malicious
50272048,0.573217811,0.478084471,0,Malicious
119835904,0.033625255,0.023175808,0,Malicious
119835912,0,0,0,Malicious
119835920,0,0,0,Malicious
119835928,0,0,0,Malicious
987984,0.978790864,0.864344705,0,Malicious
6761216,0.279128832,0.224713362,0,Malicious
6761448,0.257525079,0.199206995,0,Malicious
120524640,0.710148942,0.594780662,0,Malicious
120524648,0.640998543,0.52474393,0,Malicious
120524656,0.002821065,0.001715819,0,Malicious
120524664,0.989532442,0.890147702,0,Malicious
120524672,0.990322731,0.888452884,0,Malicious
120524680,0.991633446,0.892105855,0,Malicious
120524688,0.989996024,0.889251163,0,Malicious
120524696,0.786431394,0.616729957,0,Malicious
119835904,0.038941465,0.026695339,0,Malicious
119835912,0,0,0,Malicious
119835920,0,0,0,Malicious
119835928,0,0,0,Malicious
964344,0.99444524,0.897834206,0,Malicious
964352,0.994953263,0.897637867,0,Malicious
964360,0.994570799,0.894891669,0,Malicious
964368,0.994378279,0.895481774,0,Malicious
964376,0.927313505,0.780273052,0,Malicious
50362528,0.573217811,0.478084471,0,Malicious
53880704,0.573217811,0.478084471,0,Malicious
120524704,0.626158089,0.558658203,0,Malicious
120524712,0.441715396,0.283319871,0,Malicious
120524720,0.628214413,0.546418759,0,Malicious
120524728,0.519273363,0.358233612,0,Malicious
119835904,0.041922018,0.028548836,0,Malicious
119835912,0,0,0,Malicious
119835920,0,0,0,Malicious
119835928,0,0,0,Malicious
987936,0.993494203,0.893616026,0,Malicious
987944,0.963046402,0.84407109,0,Malicious
987952,0.994251616,0.895963428,0,Malicious
987960,0.966395584,0.844729684,0,Malicious
6233760,0.573217811,0.478084471,0,Malicious
6233768,0.740713399,0.609853735,0,Malicious
120524736,0.665111092,0.520651187,0,Malicious
120524744,0.613276461,0.490112352,0,Malicious
120524752,0.636029378,0.511963897,0,Malicious
120524760,0.989507253,0.890089714,0,Malicious
120524768,0.990322731,0.888452884,0,Malicious
120524776,0.991633446,0.892105855,0,Malicious
120524784,0.989996024,0.889251163,0,Malicious
120524792,0.786431394,0.616729957,0,Malicious
119835904,0.047405098,0.03175981,0,Malicious
119835912,0,0,0,Malicious
119835920,0,0,0,Malicious
119835928,0,0,0,Malicious
120524800,0.412499899,0.303576429,0,Malicious
120524808,0.513105419,0.394920453,0,Malicious
120524816,0.293965864,0.177861809,0,Malicious
120524824,0.414483341,0.269132743,0,Malicious
964216,0.993535351,0.895405652,0,Malicious
964224,0.994105439,0.894770408,0,Malicious
964232,0.994807262,0.896916697,0,Malicious
964240,0.994978534,0.900367146,0,Malicious
964248,0.92837029,0.779246002,0,Malicious
119835904,0.050043603,0.034059594,0,Malicious
119835912,0,0,0,Malicious
119835920,0,0,0,Malicious
119835928,0,0,0,Malicious
50298416,0.573217811,0.478084471,0,Malicious
880632,0.893473809,0.745849671,0,Malicious
120524832,0.459931247,0.322404882,0,Malicious
120524840,0.308942851,0.196603293,0,Malicious
120524848,0.687479481,0.495310554,0,Malicious
120524856,0.687479481,0.495310554,0,Malicious
119835904,0.052774351,0.036206002,0,Malicious
119835912,0,0,0,Malicious
119835920,0,0,0,Malicious
119835928,0,0,0,Malicious
120524864,0.134867794,0.097345753,0,Malicious
120524872,0.655058342,0.574078319,0,Malicious
120524880,0.0350022,0.021848616,0,Malicious
120524888,0.516140949,0.491051748,0,Malicious
870784,0.915107804,0.763045868,0,Malicious
119835904,0.055520527,0.038283334,0,Malicious
119835912,0,0,0,Malicious
119835920,0,0,0,Malicious
119835928,0,0,0,Malicious
860040,0.994526157,0.895931081,0,Malicious
860048,0.790808677,0.716216619,0,Malicious
120524896,0.426552556,0.375329557,0,Malicious
120524904,0.297294304,0.247513708,0,Malicious
120524912,0.190387819,0.153880051,0,Malicious
120524920,0.248635554,0.20215118,0,Malicious
119835904,0.058269628,0.040284773,0,Malicious
119835912,0,0,0,Malicious
119835920,0,0,0,Malicious
119835928,0,0,0,Malicious
6761688,0.249855623,0.202608624,0,Malicious
6767632,0.275952703,0.222636713,0,Malicious
6776320,0.392924594,0.328068691,0,Malicious
6793896,0.237550076,0.190182927,0,Malicious
6806368,0.281247529,0.221460356,0,Malicious
6806376,0.307297577,0.238905302,0,Malicious
587984,0,0,0,Malicious
50373320,0,0,0,Malicious
6950232,0.203628231,0.15047746,0,Malicious
584288,0.573217811,0.478084471,0,Malicious
629856,0.573217811,0.478084471,0,Malicious
12360440,0.573217811,0.478084471,0,Malicious
15111128,0.573217811,0.478084471,0,Malicious
6543936,0.378104472,0.314918137,0,Malicious
6543944,0.412772455,0.350426094,0,Malicious
6543952,0.394027836,0.339427305,0,Malicious
6543960,0.388894209,0.340042198,0,Malicious
6543968,0.427676507,0.365530827,0,Malicious
6543976,0.375807751,0.325758927,0,Malicious
6543984,0.374070418,0.324019715,0,Malicious
6543992,0.377725771,0.325968951,0,Malicious
6544000,0.389243894,0.338966613,0,Malicious
6544008,0.385629317,0.337100474,0,Malicious
6544016,0.34531386,0.304282976,0,Malicious
6544024,0.359721143,0.310243055,0,Malicious
6544032,0.394785673,0.342635832,0,Malicious
6544040,0.380052031,0.333528187,0,Malicious
6544048,0.365163547,0.313376691,0,Malicious
6544056,0.410111188,0.355738623,0,Malicious
6544064,0.382520214,0.330324947,0,Malicious
6544072,0.373988828,0.330146632,0,Malicious
6544080,0.387915389,0.345142912,0,Malicious
6544088,0.398173895,0.34553374,0,Malicious
6544096,0.376560118,0.32821607,0,Malicious
6544104,0.393765884,0.339763603,0,Malicious
6544112,0.3563956,0.310079744,0,Malicious
6544120,0.359263161,0.312411714,0,Malicious
6544128,0.313929683,0.271671127,0,Malicious
6544136,0.412033039,0.360593032,0,Malicious
6544144,0.390622686,0.343599277,0,Malicious
6544152,0.429674739,0.376878336,0,Malicious
6544160,0.51190534,0.417320748,0,Malicious
6544168,0.412957884,0.358145166,0,Malicious
6544176,0.396280187,0.348609798,0,Malicious
6544184,0.39606506,0.35076588,0,Malicious
45787688,0.573217811,0.478084471,0,Malicious
6544192,0.389139073,0.342847974,0,Malicious
6544200,0.363098853,0.317594803,0,Malicious
6544208,0.387524812,0.339801919,0,Malicious
6544216,0.39232382,0.343499345,0,Malicious
6544224,0.396945632,0.344942533,0,Malicious
6544232,0.415974388,0.363504484,0,Malicious
6544240,0.408696039,0.360656102,0,Malicious
6544248,0.390687503,0.340840445,0,Malicious
6544256,0.350878429,0.29624375,0,Malicious
6544264,0.411851105,0.355464717,0,Malicious
6544272,0.39602003,0.346051672,0,Malicious
6544280,0.417800045,0.364691253,0,Malicious
6544288,0.388771067,0.336484396,0,Malicious
6544296,0.472591157,0.39417027,0,Malicious
6544304,0.399698093,0.349334781,0,Malicious
6544312,0.381177982,0.330786412,0,Malicious
6544320,0.403486192,0.355452698,0,Malicious
6544328,0.402541147,0.356643156,0,Malicious
6544336,0.391226608,0.333994518,0,Malicious
6544344,0.421444687,0.362890951,0,Malicious
6544352,0.404108122,0.352813651,0,Malicious
6544360,0.388810078,0.336898935,0,Malicious
6544368,0.402213042,0.347330682,0,Malicious
6544376,0.402650976,0.352902876,0,Malicious
6544384,0.389363077,0.339974393,0,Malicious
45829320,0.573217811,0.478084471,0,Malicious
45921072,0.573217811,0.478084471,0,Malicious
6760464,0.333679072,0.263552202,0,Malicious
46189464,0.573217811,0.478084471,0,Malicious
120524448,0.601490758,0.560016854,0,Malicious
120524456,0.382144496,0.250575044,0,Malicious
120524464,0.475159744,0.327497276,0,Malicious
120524472,0.166909017,0.093871759,0,Malicious
119835904,0.017450209,0.011782629,0,Malicious
119835912,0,0,0,Malicious
119835920,0,0,0,Malicious
119835928,0,0,0,Malicious
987888,0.988713702,0.891148649,0,Malicious
987896,0.911780367,0.809682449,0,Malicious
120524480,0.516892504,0.382258661,0,Malicious
120524488,0.565920637,0.412820336,0,Malicious
120524496,0.115725668,0.060995369,0,Malicious
120524504,0.231634601,0.138939023,0,Malicious
50504568,0,0,0,Malicious
50393904,0.495973001,0.429127529,0,Malicious
50393912,0.446768201,0.417412219,0,Malicious
50393920,0.686947635,0.583655815,0,Malicious
50393928,0.705452434,0.605565505,0,Malicious
50393936,0.610399728,0.504083339,0,Malicious
50393944,0.669930362,0.573867736,0,Malicious
50393952,0.688366952,0.586424343,0,Malicious
50393960,0.587069687,0.48667622,0,Malicious
50393968,0.646665532,0.541799621,0,Malicious
50393976,0.534211296,0.454377928,0,Malicious
50393984,0.447456431,0.407762444,0,Malicious
50393992,0.53948473,0.463985011,0,Malicious
50394000,0.645277814,0.545704104,0,Malicious
50394008,0.507403729,0.438240967,0,Malicious
50394016,0.510408636,0.434791496,0,Malicious
50394024,0.562210395,0.469076542,0,Malicious
50394032,0.530467978,0.457552245,0,Malicious
50394040,0.54680041,0.466711819,0,Malicious
50394048,0.602454743,0.510799461,0,Malicious
50394056,0.547836995,0.473106687,0,Malicious
50394064,0.562110078,0.497086997,0,Malicious
50394072,0.567035654,0.487170538,0,Malicious
50394080,0.595372037,0.512246437,0,Malicious
50394088,0.572457037,0.498491211,0,Malicious
50394096,0.548716633,0.4767112,0,Malicious
50394104,0.566540987,0.486184223,0,Malicious
50394112,0.555692541,0.486225911,0,Malicious
50394120,0.558418006,0.474633533,0,Malicious
50394128,0.552982823,0.467347306,0,Malicious
50394136,0.568469734,0.489285377,0,Malicious
50394144,0.512004405,0.451949676,0,Malicious
50394152,0.547031713,0.467996898,0,Malicious
50394160,0.476163483,0.434042499,0,Malicious
50394168,0.471991137,0.427401112,0,Malicious
50394176,0.572640804,0.484391959,0,Malicious
50394184,0.605932377,0.512152477,0,Malicious
50394192,0.601170518,0.503064987,0,Malicious
50394200,0.490842361,0.474893137,0,Malicious
50394208,0.482267457,0.47432508,0,Malicious
50394216,0.496472214,0.477384532,0,Malicious
50394224,0.58070985,0.48637451,0,Malicious
50394232,0.584477342,0.504963379,0,Malicious
50394240,0.542641639,0.475382049,0,Malicious
50394248,0.54531851,0.46894449,0,Malicious
50394256,0.543576256,0.477456505,0,Malicious
50394264,0.54896547,0.477511033,0,Malicious
50394272,0.550399248,0.478320973,0,Malicious
50394280,0.485767236,0.478652822,0,Malicious
50394288,0.485364456,0.477545595,0,Malicious
50394296,0.513429623,0.457799918,0,Malicious
50394304,0.546554737,0.470974543,0,Malicious
50394312,0.556698379,0.481066866,0,Malicious
50394320,0.56089001,0.484312451,0,Malicious
50394328,0.559801293,0.484018606,0,Malicious
50394336,0.580150952,0.48977625,0,Malicious
50394344,0.482265555,0.475188111,0,Malicious
50394352,0.54437883,0.478021424,0,Malicious
50394360,0.555636236,0.476016454,0,Malicious
50394368,0.545440057,0.477454952,0,Malicious
50394376,0.518811862,0.46473639,0,Malicious
50394384,0.542340126,0.481536728,0,Malicious
50394392,0.566002371,0.496440784,0,Malicious
50394400,0.6053357,0.522810471,0,Malicious
50394408,0.565473704,0.476166426,0,Malicious
51410496,0,0,0,Malicious
120525440,0.219955399,0.171609855,0,Malicious
120525448,0.57753172,0.551820278,0,Malicious
120525456,0.574209637,0.552299262,0,Malicious
120525464,0.580851952,0.551120131,0,Malicious
1112008,0.964337391,0.8840321,0,Malicious
119835904,0.104359684,0.075176399,0,Malicious
119835912,0,0,0,Malicious
119835920,0,0,0,Malicious
119835928,0,0,0,Malicious
1111976,0.994521675,0.898963953,0,Malicious
1111984,0.993855379,0.896729372,0,Malicious
1111992,0.994382773,0.897625677,0,Malicious
1112000,0.960191896,0.838095143,0,Malicious
120525472,0.994135672,0.896237107,0,Malicious
120525480,0.686009314,0.619317138,0,Malicious
120525488,0.501691677,0.333709384,0,Malicious
120525496,0.531644013,0.393046707,0,Malicious
120525504,0.423848461,0.279435525,0,Malicious
120525512,0.364632713,0.229118706,0,Malicious
120525520,0.183474726,0.106028445,0,Malicious
120525528,0.414344942,0.265743132,0,Malicious
120525536,0.214133649,0.123431708,0,Malicious
120525544,0.310746925,0.190045752,0,Malicious
120525552,0.322529312,0.196873121,0,Malicious
120525560,0.310878249,0.192367574,0,Malicious
119835904,0.107003011,0.077149823,0,Malicious
119835912,0,0,0,Malicious
119835920,0,0,0,Malicious
119835928,0,0,0,Malicious
120525568,0.245857966,0.142903039,0,Malicious
120525576,0.366138738,0.232930217,0,Malicious
120525584,0.604914769,0.566065454,0,Malicious
120525592,0.431475551,0.289281932,0,Malicious
51406600,0.551447377,0.483566444,0,Malicious
51406608,0.545097628,0.472936968,0,Malicious
51406616,0.557831123,0.476993715,0,Malicious
51406624,0.533654308,0.471401886,0,Malicious
51406632,0.540299742,0.475418533,0,Malicious
51406640,0.576048406,0.496690307,0,Malicious
51406648,0.550298584,0.496449688,0,Malicious
51406656,0.532476118,0.4758579,0,Malicious
51406664,0.568216711,0.481189525,0,Malicious
51406672,0.507315412,0.474072637,0,Malicious
51406680,0.548779898,0.484967017,0,Malicious
51406688,0.517283695,0.464542514,0,Malicious
51406696,0.526379118,0.468619792,0,Malicious
51406704,0.570720053,0.499280323,0,Malicious
51406712,0.526697939,0.466499838,0,Malicious
51406720,0.586208195,0.501648609,0,Malicious
51406728,0.525523932,0.46159343,0,Malicious
51406736,0.55720271,0.474936179,0,Malicious
51406744,0.548786202,0.478866416,0,Malicious
51406752,0.554572852,0.4819017,0,Malicious
51406760,0.502768502,0.455126558,0,Malicious
51406768,0.575981009,0.498804428,0,Malicious
51406776,0.53561365,0.466466102,0,Malicious
51406784,0.545963458,0.487019743,0,Malicious
51406792,0.537898548,0.465476369,0,Malicious
51406800,0.521035899,0.469319337,0,Malicious
51406808,0.55763936,0.480567609,0,Malicious
51406816,0.542543353,0.47607676,0,Malicious
51406824,0.564510914,0.483302998,0,Malicious
51406832,0.501567605,0.454524036,0,Malicious
51406840,0.537036663,0.472509372,0,Malicious
51406848,0.553318356,0.459350124,0,Malicious
894824,0.993858359,0.894441045,0,Malicious
894832,0.968809226,0.846011839,0,Malicious
119835904,0.114079489,0.082869224,0,Malicious
119835912,0,0,0,Malicious
119835920,0,0,0,Malicious
119835928,0,0,0,Malicious
981648,0.941957067,0.849920342,0,Malicious
981792,0.805797427,0.657578545,0,Malicious
982048,0.904062418,0.760832538,0,Malicious
45647984,0,0,0,Malicious
50394416,0.554467439,0.479058601,0,Malicious
50394424,0.510867629,0.454417487,0,Malicious
50394432,0.551560254,0.476344298,0,Malicious
50394440,0.525753638,0.458484967,0,Malicious
50394448,0.522589127,0.456704523,0,Malicious
50394456,0.556425953,0.484044487,0,Malicious
50394464,0.593885469,0.504721204,0,Malicious
50394472,0.596365171,0.516929845,0,Malicious
50394480,0.539630166,0.486399612,0,Malicious
50394488,0.492349533,0.463950688,0,Malicious
50394496,0.512194893,0.473982911,0,Malicious
50394504,0.551292842,0.488448569,0,Malicious
50394512,0.486472923,0.464792966,0,Malicious
50394520,0.591497218,0.512014251,0,Malicious
50394528,0.607954652,0.537002735,0,Malicious
50394536,0.577294406,0.513020604,0,Malicious
50394544,0.5733351,0.505223981,0,Malicious
50394552,0.54378088,0.47695882,0,Malicious
50394560,0.605811373,0.500521238,0,Malicious
50394568,0.5484547,0.474199585,0,Malicious
50394576,0.582478102,0.49527092,0,Malicious
